               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 184,            0.018746,            0.042959,           0.0033722,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003961,            0.003961,            0.003961
                 185,            0.018266,            0.041789,           0.0032304,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003928,            0.003928,            0.003928
                 186,            0.018409,            0.040789,           0.0031119,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003895,            0.003895,            0.003895
                 187,            0.017862,            0.042567,           0.0031111,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003862,            0.003862,            0.003862
                 188,            0.018397,            0.038922,           0.0032918,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003829,            0.003829,            0.003829
                 189,            0.017987,            0.038678,           0.0033245,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003796,            0.003796,            0.003796
                 190,            0.018322,            0.039812,           0.0031954,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003763,            0.003763,            0.003763
                 191,             0.01837,            0.041143,           0.0033408,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00373,             0.00373,             0.00373
                 192,            0.018546,            0.040989,           0.0031855,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003697,            0.003697,            0.003697
                 193,             0.01785,            0.040839,           0.0030338,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003664,            0.003664,            0.003664
                 194,            0.018737,            0.042671,           0.0033427,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003631,            0.003631,            0.003631
                 195,            0.017393,            0.037939,           0.0033927,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003598,            0.003598,            0.003598
                 196,            0.018037,             0.04093,           0.0032012,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003565,            0.003565,            0.003565
                 197,            0.017558,            0.035923,           0.0030211,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003532,            0.003532,            0.003532
                 198,            0.018464,            0.039461,           0.0032969,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003499,            0.003499,            0.003499
                 199,             0.01688,            0.039245,           0.0028962,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003466,            0.003466,            0.003466
                 200,            0.017452,            0.039224,           0.0028938,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003433,            0.003433,            0.003433
                 201,            0.017702,            0.039143,           0.0030483,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,              0.0034,              0.0034,              0.0034
                 202,            0.017989,            0.042556,           0.0030569,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003367,            0.003367,            0.003367
                 203,            0.017354,            0.039773,           0.0032413,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003334,            0.003334,            0.003334
                 204,             0.01788,            0.041551,           0.0032598,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003301,            0.003301,            0.003301
                 205,             0.01785,            0.040572,           0.0030323,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003268,            0.003268,            0.003268
                 206,             0.01751,            0.038934,            0.002998,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003235,            0.003235,            0.003235
                 207,            0.017006,            0.037354,           0.0030318,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003202,            0.003202,            0.003202
                 208,            0.017052,            0.039727,           0.0030102,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003169,            0.003169,            0.003169
                 209,             0.01726,            0.039564,           0.0029473,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003136,            0.003136,            0.003136
                 210,            0.017715,            0.039159,           0.0029246,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003103,            0.003103,            0.003103
                 211,            0.016632,            0.037774,             0.00294,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00307,             0.00307,             0.00307
                 212,            0.017359,            0.040679,           0.0028965,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003037,            0.003037,            0.003037
                 213,              0.0172,            0.040436,            0.003118,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003004,            0.003004,            0.003004
                 214,            0.017253,            0.039238,           0.0030915,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002971,            0.002971,            0.002971
                 215,            0.017182,            0.036858,           0.0030729,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002938,            0.002938,            0.002938
                 216,            0.017008,            0.038279,           0.0028497,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002905,            0.002905,            0.002905
                 217,            0.016849,            0.036736,           0.0029028,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002872,            0.002872,            0.002872
                 218,            0.016873,            0.039244,           0.0027544,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002839,            0.002839,            0.002839
                 219,            0.016547,            0.040448,           0.0028143,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002806,            0.002806,            0.002806
                 220,            0.016991,            0.039121,           0.0029299,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002773,            0.002773,            0.002773
                 221,            0.016284,            0.037414,           0.0029718,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00274,             0.00274,             0.00274
                 222,            0.016469,            0.037371,           0.0027258,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002707,            0.002707,            0.002707
                 223,            0.016264,            0.038839,           0.0026699,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002674,            0.002674,            0.002674
                 224,            0.016992,            0.038044,           0.0027733,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002641,            0.002641,            0.002641
                 225,            0.016324,             0.03757,            0.002835,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002608,            0.002608,            0.002608
                 226,             0.01664,            0.039221,           0.0028262,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002575,            0.002575,            0.002575
                 227,            0.016923,            0.038276,           0.0027927,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002542,            0.002542,            0.002542
                 228,            0.016767,            0.039851,           0.0029868,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002509,            0.002509,            0.002509
                 229,             0.01626,            0.037252,           0.0027347,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002476,            0.002476,            0.002476
                 230,            0.016871,             0.03922,           0.0030549,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002443,            0.002443,            0.002443
                 231,            0.016197,            0.040324,           0.0027343,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00241,             0.00241,             0.00241
                 232,            0.016293,            0.039241,           0.0027428,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002377,            0.002377,            0.002377
                 233,            0.016066,            0.036329,           0.0027369,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002344,            0.002344,            0.002344
                 234,            0.016173,            0.038988,           0.0027349,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002311,            0.002311,            0.002311
                 235,            0.015986,            0.036416,           0.0028137,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002278,            0.002278,            0.002278
                 236,            0.016167,             0.03905,           0.0027577,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002245,            0.002245,            0.002245
                 237,            0.015938,            0.035708,            0.002683,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002212,            0.002212,            0.002212
                 238,            0.016409,            0.040373,           0.0027128,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002179,            0.002179,            0.002179
                 239,            0.015536,            0.035455,           0.0025774,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002146,            0.002146,            0.002146
                 240,            0.016081,            0.038054,           0.0026083,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002113,            0.002113,            0.002113
                 241,            0.015794,            0.038144,           0.0027233,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00208,             0.00208,             0.00208
                 242,            0.016011,            0.037726,           0.0027262,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002047,            0.002047,            0.002047
                 243,            0.015829,            0.038189,           0.0027578,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002014,            0.002014,            0.002014
                 244,            0.016004,            0.035718,           0.0028809,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001981,            0.001981,            0.001981
                 245,            0.015556,            0.037711,           0.0026695,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001948,            0.001948,            0.001948
                 246,            0.015635,            0.035251,           0.0024369,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001915,            0.001915,            0.001915
                 247,            0.015711,            0.035549,           0.0027427,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001882,            0.001882,            0.001882
                 248,            0.015675,            0.037048,           0.0026964,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001849,            0.001849,            0.001849
                 249,            0.015402,            0.036536,           0.0024968,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001816,            0.001816,            0.001816
                 250,            0.015884,            0.038679,           0.0025002,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001783,            0.001783,            0.001783
                 251,            0.015462,             0.03653,           0.0023109,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00175,             0.00175,             0.00175
                 252,            0.015854,            0.039625,           0.0024339,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001717,            0.001717,            0.001717
                 253,            0.015501,            0.038037,           0.0024731,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001684,            0.001684,            0.001684
                 254,            0.015539,            0.036591,           0.0024542,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001651,            0.001651,            0.001651
                 255,            0.015234,            0.036181,           0.0025519,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001618,            0.001618,            0.001618
                 256,            0.015315,             0.03742,           0.0025546,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001585,            0.001585,            0.001585
                 257,            0.015286,              0.0361,           0.0024501,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001552,            0.001552,            0.001552
                 258,            0.015589,            0.037873,           0.0026871,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001519,            0.001519,            0.001519
                 259,            0.015082,            0.035645,           0.0024777,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001486,            0.001486,            0.001486
                 260,            0.015281,            0.038246,           0.0025609,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001453,            0.001453,            0.001453
                 261,            0.015345,             0.03681,            0.002451,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00142,             0.00142,             0.00142
                 262,            0.015273,            0.038228,           0.0025205,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001387,            0.001387,            0.001387
                 263,            0.015245,            0.037062,           0.0024932,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001354,            0.001354,            0.001354
                 264,            0.015139,            0.034848,           0.0026495,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001321,            0.001321,            0.001321
                 265,            0.015392,            0.038666,           0.0023735,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001288,            0.001288,            0.001288
                 266,             0.01522,             0.03775,           0.0025111,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001255,            0.001255,            0.001255
                 267,            0.015263,            0.037191,           0.0025333,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001222,            0.001222,            0.001222
                 268,            0.015355,            0.038072,           0.0025697,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001189,            0.001189,            0.001189
                 269,            0.015301,            0.037494,           0.0024918,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001156,            0.001156,            0.001156
                 270,            0.015316,             0.03613,           0.0024947,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001123,            0.001123,            0.001123
                 271,            0.015075,            0.036583,           0.0023673,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00109,             0.00109,             0.00109
                 272,            0.014901,            0.036099,           0.0022558,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001057,            0.001057,            0.001057
                 273,            0.014899,            0.035331,           0.0023957,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001024,            0.001024,            0.001024
                 274,             0.01511,            0.035706,           0.0024586,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000991,            0.000991,            0.000991
                 275,            0.014915,            0.036842,           0.0023628,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000958,            0.000958,            0.000958
                 276,            0.014732,            0.035016,           0.0021877,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000925,            0.000925,            0.000925
                 277,            0.014836,            0.035746,           0.0023185,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000892,            0.000892,            0.000892
                 278,            0.014771,            0.033795,           0.0022318,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000859,            0.000859,            0.000859
                 279,            0.014839,            0.035114,           0.0020991,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000826,            0.000826,            0.000826
                 280,            0.014855,             0.03664,           0.0024476,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000793,            0.000793,            0.000793
                 281,            0.014928,             0.03614,           0.0021972,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00076,             0.00076,             0.00076
                 282,            0.014682,            0.036173,           0.0023796,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000727,            0.000727,            0.000727
                 283,            0.014616,            0.036028,           0.0022116,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000694,            0.000694,            0.000694
                 284,            0.014965,            0.035624,           0.0022875,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000661,            0.000661,            0.000661
                 285,            0.014627,            0.035121,           0.0023477,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000628,            0.000628,            0.000628
                 286,            0.014602,             0.03386,           0.0024114,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000595,            0.000595,            0.000595
                 287,            0.014658,            0.036228,           0.0021471,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000562,            0.000562,            0.000562
                 288,             0.01465,            0.036121,           0.0023221,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000529,            0.000529,            0.000529
                 289,            0.014701,             0.03385,           0.0022534,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000496,            0.000496,            0.000496
                 290,            0.014513,            0.035157,           0.0021885,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000463,            0.000463,            0.000463
                 291,            0.014742,            0.036371,           0.0023411,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00043,             0.00043,             0.00043
                 292,            0.014812,            0.036988,           0.0022431,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000397,            0.000397,            0.000397
                 293,            0.014308,            0.034275,           0.0022471,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000364,            0.000364,            0.000364
                 294,            0.014559,            0.034638,           0.0023109,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000331,            0.000331,            0.000331
                 295,            0.014289,             0.03559,           0.0022641,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000298,            0.000298,            0.000298
                 296,            0.014641,            0.035759,           0.0021661,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000265,            0.000265,            0.000265
                 297,            0.014452,            0.036243,           0.0022684,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000232,            0.000232,            0.000232
                 298,            0.014982,            0.035962,           0.0024848,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000199,            0.000199,            0.000199
                 299,            0.014764,            0.035944,           0.0022964,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000166,            0.000166,            0.000166
